accident_id,latitude,longitude,date,time,weather,road_type,lighting,traffic_density,vehicle_type,speed_kmh,speed_limit_kmh,severity
ACC00817,22.75345200410109,72.48345054429336,2025-06-20,07:18:15,cloudy,expressway,night_unlit,heavy,motorcycle,68.0,80,moderate
ACC00818,23.068601878628495,72.61707285301605,2022-10-25,08:30:45,heavy_rain,rural,night_unlit,heavy,bus,99.7,49,moderate
ACC00819,22.905971486707163,72.49623788704048,2023-08-24,18:08:58,rain,rural,dusk_dawn,moderate,motorcycle,35.2,63,moderate
ACC00820,23.10661038662789,72.70392837244843,2025-03-06,09:21:04,cloudy,urban,daylight,moderate,motorcycle,66.0,30,minor
ACC00821,23.02698362099918,72.45382349077299,2022-03-27,18:47:04,rain,highway,dusk_dawn,moderate,truck,116.4,97,moderate
ACC00822,23.13427821610637,72.4771580171113,2026-02-04,09:36:15,clear,urban,daylight,heavy,bus,56.9,43,minor
ACC00823,23.196325986476317,72.47154436596777,2022-10-08,09:59:07,rain,urban,night_unlit,low,motorcycle,66.0,48,moderate
ACC00824,23.04886316766523,72.48515418774674,2025-07-16,10:46:00,clear,highway,dusk_dawn,moderate,motorcycle,108.4,99,severe
ACC00825,23.189807843262127,72.73487873333217,2024-10-09,20:21:58,clear,urban,night_unlit,low,car,60.2,30,severe
ACC00826,22.6683553159317,72.66431944404154,2025-10-23,12:46:34,cloudy,highway,night_lit,moderate,car,114.6,100,minor
ACC00827,23.258567844687402,72.8264915931018,2025-06-26,09:51:46,clear,urban,daylight,moderate,car,37.3,33,minor
ACC00828,23.07625932278385,72.91014663058488,2024-04-27,15:37:33,rain,urban,dusk_dawn,low,motorcycle,49.9,49,minor
ACC00829,23.18167650336178,72.41539244521014,2025-05-26,12:45:44,clear,rural,night_unlit,moderate,motorcycle,82.2,46,fatal
ACC00830,22.837018638273772,72.58056286909908,2023-07-23,18:30:41,clear,highway,dusk_dawn,low,car,132.6,73,moderate
ACC00831,22.8953845177592,72.39356995250348,2024-08-16,23:54:09,rain,highway,daylight,heavy,car,89.1,66,minor
ACC00832,23.041890744121716,72.45335911083775,2026-02-11,15:14:09,cloudy,urban,night_unlit,heavy,car,30.3,44,minor
ACC00833,23.01744431659938,72.47548762346165,2022-05-20,13:25:29,fog,urban,daylight,moderate,bus,33.9,34,severe
ACC00834,23.0624602882015,72.41142676887925,2023-08-08,11:15:22,clear,highway,night_unlit,low,car,104.7,86,severe
ACC00835,23.182677274139493,72.41221690906524,2022-01-29,22:06:50,clear,urban,night_lit,heavy,motorcycle,27.5,30,moderate
ACC00836,22.755216952704572,72.54835734322195,2024-05-27,14:36:18,clear,expressway,night_lit,heavy,truck,89.9,80,fatal
ACC00837,23.166072860757595,72.38749223724203,2025-07-08,08:07:19,cloudy,rural,night_lit,heavy,bus,130.0,56,severe
ACC00838,23.02124228649369,72.69631904387064,2022-03-05,22:13:31,clear,highway,night_lit,moderate,truck,71.2,88,minor
ACC00839,22.989432720831317,72.43233696938736,2024-06-21,22:45:11,rain,highway,night_unlit,low,car,127.3,79,moderate
ACC00840,22.799332714842265,72.99143534551445,2023-11-13,13:14:51,clear,urban,daylight,heavy,car,72.6,45,minor
ACC00841,23.09545730025653,72.50229233235534,2025-07-09,11:51:00,fog,urban,night_lit,moderate,car,37.1,58,minor
ACC00842,22.657883822345344,72.58080264628755,2022-12-28,17:02:50,cloudy,expressway,daylight,moderate,truck,105.8,96,moderate
ACC00843,23.117259101685807,72.3756988223301,2022-09-25,19:27:37,rain,highway,daylight,heavy,car,109.9,81,moderate
ACC00844,22.79618412467905,72.82591376371914,2022-06-05,14:04:53,clear,urban,night_lit,moderate,car,27.9,37,moderate
ACC00845,23.028018686892622,72.73792510212043,2023-10-31,10:03:17,clear,expressway,night_unlit,low,car,80.7,92,severe
ACC00846,23.00212467440081,72.61453738061041,2024-03-11,10:47:54,clear,highway,daylight,heavy,motorcycle,126.2,75,minor
ACC00847,23.19543072209408,72.36797961768306,2026-02-18,10:04:51,cloudy,expressway,night_lit,moderate,car,100.8,88,minor
ACC00848,22.993201724647918,72.60160003165869,2024-02-04,07:53:27,cloudy,urban,dusk_dawn,low,motorcycle,34.5,42,moderate
ACC00849,22.91587921582815,72.4017853430974,2022-10-09,18:35:17,clear,rural,dusk_dawn,low,car,83.6,68,severe
ACC00850,22.94400959560432,72.789353289521,2025-02-21,07:28:11,clear,urban,dusk_dawn,moderate,motorcycle,35.8,33,moderate
ACC00851,23.2109324153132,72.69137920977796,2022-04-12,12:55:09,storm,rural,night_lit,moderate,car,97.4,59,minor
ACC00852,23.100444545377133,72.58431585577316,2023-07-21,19:23:34,clear,expressway,dusk_dawn,low,motorcycle,65.6,99,severe
ACC00853,22.962155502771527,72.20454365051289,2024-12-08,12:23:57,clear,highway,night_lit,moderate,truck,85.6,90,minor
ACC00854,22.984533037005324,72.42248760320113,2023-02-22,10:24:33,clear,rural,daylight,moderate,motorcycle,98.0,63,moderate
ACC00855,22.784923436412182,72.67316416973998,2024-09-03,21:39:57,clear,highway,night_lit,moderate,car,96.3,94,minor
ACC00856,23.07827113012773,72.75193255375846,2024-01-15,07:50:45,cloudy,highway,dusk_dawn,heavy,motorcycle,86.7,68,moderate
ACC00857,22.75602764384568,72.73637547172382,2026-04-13,20:32:41,cloudy,urban,night_lit,low,motorcycle,27.5,41,fatal
ACC00858,23.132769469875317,72.33119804966377,2023-04-17,05:16:43,cloudy,urban,night_lit,heavy,motorcycle,61.9,33,moderate
ACC00859,23.03929323887369,72.61523284602193,2026-01-28,12:53:55,rain,urban,night_lit,moderate,car,60.0,37,moderate
ACC00860,23.378042769936087,72.72232728247243,2024-10-24,16:35:51,clear,highway,daylight,low,auto,69.2,96,moderate
ACC00861,22.854979666941354,72.32124966516265,2025-05-15,11:49:09,clear,highway,daylight,low,motorcycle,86.0,61,moderate
ACC00862,23.004600686343906,72.56881432269401,2022-10-05,15:25:35,rain,highway,daylight,heavy,motorcycle,60.2,87,moderate
ACC00863,23.28974315513846,72.61107635974626,2022-02-01,08:11:27,clear,highway,daylight,low,car,76.9,64,minor
ACC00864,23.19870844604371,72.52488531227299,2025-04-14,15:56:52,clear,highway,dusk_dawn,low,truck,111.1,68,severe
ACC00865,22.915568192263013,72.29217572168982,2024-02-28,07:40:12,cloudy,rural,daylight,moderate,car,138.9,59,moderate
ACC00866,23.053595114256016,72.52114528348893,2023-05-23,18:18:49,rain,highway,dusk_dawn,moderate,truck,103.2,80,severe
ACC00867,23.020299903462263,72.52090418546175,2026-01-11,16:50:28,clear,expressway,daylight,moderate,car,90.0,100,moderate
ACC00868,23.06229338010912,72.54778913931783,2023-06-21,14:00:55,heavy_rain,highway,night_unlit,low,car,136.8,70,fatal
ACC00869,22.915197934602276,72.48547928618623,2023-12-14,05:55:47,clear,urban,night_lit,moderate,truck,55.4,49,moderate
ACC00870,23.00660193959489,72.50354817701377,2025-04-04,14:34:20,storm,highway,daylight,heavy,motorcycle,63.7,100,fatal
ACC00871,22.780292143708493,72.56404405764795,2026-04-29,15:35:50,clear,highway,daylight,heavy,car,111.2,90,severe
ACC00872,23.040268517780213,72.63636819074544,2026-01-16,09:00:11,rain,urban,daylight,heavy,truck,72.2,44,moderate
ACC00873,23.087503101013276,72.5243359855715,2024-12-07,17:10:00,clear,highway,daylight,moderate,auto,109.7,61,minor
ACC00874,22.985887088103418,72.5085526607448,2022-07-01,06:43:30,rain,highway,dusk_dawn,low,motorcycle,101.7,72,minor
ACC00875,22.77774236641228,72.58385310573816,2022-06-29,08:33:23,cloudy,urban,night_lit,low,motorcycle,23.2,36,minor
ACC00876,23.16827977942772,72.28186261111571,2025-02-11,18:07:07,heavy_rain,rural,dusk_dawn,heavy,motorcycle,105.2,56,minor
ACC00877,23.07467875569892,72.64155526908397,2024-04-16,07:39:59,rain,urban,dusk_dawn,heavy,motorcycle,56.4,34,minor
ACC00878,22.911097735344853,72.56991553543155,2022-08-07,09:44:02,cloudy,highway,night_lit,moderate,truck,81.1,84,minor
ACC00879,22.97790993297429,72.57595402898963,2025-02-16,16:16:35,clear,highway,daylight,moderate,motorcycle,100.3,66,minor
ACC00880,22.794899589582723,72.71411014613916,2026-03-28,17:41:15,clear,urban,night_lit,moderate,car,55.3,39,severe
ACC00881,22.866188480833316,72.27707767049276,2022-04-18,05:58:17,storm,expressway,night_lit,moderate,car,97.6,100,moderate
ACC00882,22.93932829804643,72.27392491952115,2025-09-17,07:28:12,fog,highway,night_lit,moderate,motorcycle,71.7,68,moderate
ACC00883,23.204263121842022,72.61107057679853,2023-07-20,13:13:23,clear,highway,daylight,moderate,truck,78.9,61,fatal
ACC00884,22.924074491366877,72.56893247173072,2023-10-16,16:57:40,clear,urban,daylight,low,motorcycle,63.0,55,moderate
ACC00885,23.116032048899314,72.59552654147878,2025-03-23,13:54:19,clear,expressway,daylight,low,car,95.0,90,minor
ACC00886,22.939252569570762,72.50068093872413,2023-02-10,16:27:43,clear,highway,daylight,low,motorcycle,89.8,62,moderate
ACC00887,23.05719213412778,72.66965305113598,2022-09-15,18:25:26,clear,rural,dusk_dawn,heavy,truck,78.7,70,moderate
ACC00888,22.99879067467843,72.70989582644866,2026-05-02,21:50:47,rain,rural,night_lit,heavy,car,33.0,63,minor
ACC00889,23.15095849001391,72.64259734409272,2023-07-26,11:00:26,clear,highway,daylight,heavy,bus,70.4,99,minor
ACC00890,22.939778299267218,72.5308757312393,2022-10-06,08:18:21,heavy_rain,rural,night_unlit,heavy,motorcycle,136.6,51,fatal
ACC00891,22.784120762499633,72.25384659185784,2025-02-06,09:32:30,storm,urban,daylight,low,truck,39.5,36,moderate
ACC00892,22.812707645295454,72.68538543120556,2022-12-22,07:39:41,clear,highway,dusk_dawn,low,car,79.1,85,fatal
ACC00893,22.940218375908586,72.75325929993264,2025-06-27,12:37:27,cloudy,highway,daylight,low,motorcycle,107.3,72,moderate
ACC00894,22.83264100439829,72.66668376179759,2022-04-26,20:22:54,cloudy,highway,night_lit,low,auto,116.3,75,minor
ACC00895,23.081531802351932,72.43805363589486,2024-05-01,11:52:30,clear,highway,daylight,heavy,motorcycle,120.1,81,severe
ACC00896,22.950134775271287,72.67106915905016,2023-10-24,07:38:17,rain,rural,daylight,low,car,79.8,73,severe
ACC00897,23.376190982503964,72.69907945619421,2026-04-21,14:32:01,cloudy,urban,daylight,heavy,auto,45.6,40,minor
ACC00898,22.75934281072943,72.80382243716986,2024-05-05,23:56:23,clear,rural,night_lit,moderate,motorcycle,41.7,70,minor
ACC00899,23.05054497680647,72.4385835113658,2026-02-28,08:05:03,heavy_rain,urban,daylight,low,truck,40.3,33,moderate
ACC00900,22.85080704647415,72.53603181231837,2023-02-13,18:42:02,clear,urban,dusk_dawn,heavy,car,43.4,49,severe
ACC00901,22.9459897989426,72.68209080767151,2024-02-17,19:55:22,clear,highway,dusk_dawn,heavy,bus,103.2,90,severe
ACC00902,23.04121292100108,72.57861151071572,2025-08-29,12:39:17,storm,rural,night_lit,moderate,auto,91.6,43,moderate
ACC00903,22.671194293768856,72.4024008596923,2022-09-21,16:33:53,clear,highway,daylight,low,motorcycle,64.4,71,severe
ACC00904,23.055523917518205,72.632192442754,2026-03-04,13:21:43,clear,highway,daylight,moderate,car,78.5,75,minor
ACC00905,23.305436119341124,72.65679924507226,2025-06-23,09:16:47,clear,urban,daylight,moderate,motorcycle,58.4,30,moderate
ACC00906,22.95198425524471,72.58319443444964,2025-01-16,12:32:32,clear,rural,night_lit,heavy,car,108.4,66,severe
ACC00907,23.058971178520824,72.60293773907698,2023-02-04,06:53:06,cloudy,highway,night_lit,low,motorcycle,118.2,80,minor
ACC00908,23.17373825396881,72.53119411474714,2025-09-05,17:27:51,rain,urban,dusk_dawn,heavy,motorcycle,35.5,36,minor
ACC00909,22.99540697499595,72.7917418403574,2025-10-15,19:07:29,clear,highway,dusk_dawn,low,car,83.1,64,moderate
ACC00910,22.932855971720276,72.43489617244309,2023-04-26,10:29:25,cloudy,rural,daylight,heavy,auto,40.5,61,severe
ACC00911,22.678639539441736,72.48190188558543,2024-08-22,15:05:36,clear,rural,dusk_dawn,low,truck,60.5,65,fatal
ACC00912,23.116148607909246,72.57164782702912,2022-04-10,09:56:09,clear,rural,night_lit,heavy,motorcycle,113.6,51,moderate
ACC00913,23.003024738540667,72.70184310415513,2023-10-10,07:32:28,fog,highway,dusk_dawn,low,motorcycle,113.6,68,moderate
ACC00914,22.868097422291775,72.34539402448581,2022-09-05,17:12:36,rain,urban,daylight,heavy,truck,72.1,44,moderate
ACC00915,23.038989506541654,72.37345548753518,2024-07-02,07:37:41,rain,highway,dusk_dawn,heavy,motorcycle,111.8,90,minor
ACC00916,22.932447946479073,72.26434072383978,2024-06-20,18:32:30,clear,urban,dusk_dawn,moderate,auto,79.6,50,moderate
ACC00917,22.94073608033267,72.57490428378799,2024-05-24,09:30:59,cloudy,expressway,night_lit,low,car,101.3,97,moderate
ACC00918,23.110943673416305,72.40225412741901,2025-01-16,19:35:59,rain,highway,dusk_dawn,heavy,car,84.7,93,minor
ACC00919,22.81924263830142,72.51231748349731,2026-02-27,11:55:05,heavy_rain,urban,night_lit,heavy,motorcycle,45.6,53,severe
ACC00920,23.177097292911064,72.66920672848374,2022-11-20,11:51:04,rain,highway,daylight,heavy,car,66.4,86,moderate
ACC00921,22.81034707553224,72.47376859188256,2022-12-18,18:15:30,cloudy,urban,daylight,moderate,motorcycle,79.4,53,severe
ACC00922,22.92059478874671,72.6046923034115,2022-12-20,14:14:49,clear,urban,daylight,low,motorcycle,48.9,32,moderate
ACC00923,18.47509931383724,73.74717586978987,2026-03-05,08:59:30,clear,urban,daylight,moderate,car,21.2,48,minor
ACC00924,18.620817147264464,73.72363456670949,2022-06-02,19:38:13,clear,urban,dusk_dawn,heavy,car,74.1,35,minor
ACC00925,18.5912692101022,73.72931758919613,2022-02-21,11:01:33,clear,expressway,night_lit,low,car,118.4,81,fatal
ACC00926,18.416209945573808,74.16014446523852,2022-09-21,07:31:56,clear,rural,dusk_dawn,low,car,52.6,43,moderate
ACC00927,18.49470223698993,73.86846173507543,2025-06-17,12:07:10,cloudy,expressway,night_lit,heavy,car,79.8,95,moderate
ACC00928,18.676561509658075,73.8968056513493,2024-08-09,15:01:26,cloudy,highway,night_lit,moderate,car,82.6,97,severe
ACC00929,18.579006530538113,73.59354025554866,2026-02-19,16:11:38,cloudy,expressway,daylight,moderate,auto,69.8,97,severe
ACC00930,18.31045569133733,73.76190552995446,2022-12-02,19:15:23,cloudy,highway,dusk_dawn,heavy,car,118.2,97,severe
ACC00931,18.618342709175707,73.89229539449123,2023-10-10,15:04:02,clear,highway,daylight,moderate,car,136.8,86,moderate
ACC00932,18.357308406634562,73.70632066306305,2024-06-30,08:50:40,cloudy,urban,night_lit,moderate,auto,40.2,48,minor
ACC00933,18.73187696049415,73.9962094265277,2022-04-30,09:26:44,storm,highway,daylight,heavy,truck,98.6,88,moderate
ACC00934,18.673614825976152,73.67959551211484,2026-02-17,06:33:39,cloudy,rural,dusk_dawn,heavy,car,69.5,51,moderate
ACC00935,18.56348282138776,73.81704507962023,2025-08-14,18:51:39,heavy_rain,highway,daylight,low,bus,88.9,73,moderate
ACC00936,18.54358492651543,73.77209225400367,2022-08-25,07:50:39,clear,urban,dusk_dawn,moderate,bus,23.6,57,severe
ACC00937,18.488645161595887,73.88464809890729,2025-10-15,16:49:19,cloudy,highway,night_unlit,moderate,truck,101.3,60,fatal
ACC00938,18.621778592710005,73.76392648922169,2024-01-07,16:11:00,cloudy,highway,night_unlit,low,motorcycle,91.3,71,severe
ACC00939,18.46438327458069,73.81936595593936,2023-07-07,18:44:59,rain,rural,daylight,low,motorcycle,119.5,61,minor
ACC00940,18.555335480595982,73.8245804862333,2026-04-03,06:59:12,heavy_rain,urban,dusk_dawn,low,auto,31.1,30,minor
ACC00941,18.650790154977916,73.7498418363913,2024-05-01,08:00:49,cloudy,highway,daylight,moderate,motorcycle,84.7,93,minor
ACC00942,18.43572901847116,73.93276408027457,2023-01-09,20:52:32,rain,rural,night_lit,low,truck,116.9,71,minor
ACC00943,18.427571089001397,73.89575825622562,2025-08-22,15:51:32,heavy_rain,rural,daylight,heavy,car,90.3,53,moderate
ACC00944,18.34084517789133,73.84670790821203,2025-03-21,13:50:01,rain,urban,daylight,moderate,truck,63.4,58,fatal
ACC00945,18.360329088081073,73.79543124998071,2022-11-12,18:23:59,clear,highway,dusk_dawn,moderate,auto,137.7,90,minor
ACC00946,18.245740703283776,73.979481604578,2025-01-17,20:11:31,clear,expressway,night_unlit,heavy,car,134.8,80,fatal
ACC00947,18.62947431835233,73.82462486342787,2024-10-29,09:43:49,heavy_rain,urban,night_unlit,moderate,car,34.0,58,severe
ACC00948,18.791337181312414,73.81399540682611,2023-03-29,20:37:46,rain,highway,night_lit,heavy,truck,110.1,82,severe
ACC00949,18.733799341520545,73.87570350448321,2023-12-09,07:43:08,fog,highway,dusk_dawn,heavy,truck,61.6,82,severe
ACC00950,18.276087326706023,74.11448800244563,2025-10-10,22:15:56,clear,highway,night_unlit,heavy,truck,89.7,60,severe
ACC00951,18.62872820073343,73.65894656879682,2022-10-14,08:10:35,rain,expressway,daylight,heavy,auto,75.9,96,moderate
ACC00952,18.73331595248853,73.97547853395831,2025-04-01,09:54:11,rain,expressway,night_lit,heavy,car,106.7,98,moderate
ACC00953,18.4514785028892,73.57602432581429,2025-09-27,06:30:34,heavy_rain,urban,dusk_dawn,moderate,truck,64.0,59,minor
ACC00954,18.535217114597508,73.89259097373429,2026-03-19,18:51:36,rain,urban,dusk_dawn,moderate,motorcycle,69.9,31,moderate
ACC00955,18.2188160423793,74.09626242414132,2023-06-18,23:55:39,clear,rural,night_unlit,moderate,car,75.5,66,fatal
ACC00956,18.560010425196495,73.93330027867009,2023-03-14,10:27:19,rain,urban,dusk_dawn,heavy,car,74.6,49,minor
ACC00957,18.360466040584793,73.88559376178097,2026-03-15,10:15:56,cloudy,urban,daylight,moderate,truck,74.4,38,minor
ACC00958,18.549945252686726,73.77593257967953,2024-01-30,09:53:14,clear,expressway,night_unlit,low,truck,92.0,84,minor
ACC00959,18.28581956167167,73.86465708007329,2024-07-23,07:42:29,clear,highway,night_lit,moderate,motorcycle,93.3,67,moderate
ACC00960,18.60142873367164,73.8221905776895,2024-04-22,18:39:50,heavy_rain,highway,dusk_dawn,moderate,motorcycle,133.8,92,moderate
ACC00961,18.673676901314003,73.7421035088103,2024-04-24,05:57:04,clear,rural,night_unlit,moderate,truck,104.4,68,severe
ACC00962,18.402523020742724,73.81651865767877,2024-10-22,22:14:24,cloudy,rural,night_lit,moderate,car,138.0,76,moderate
ACC00963,18.349461612788435,73.88975717409396,2023-11-27,21:21:28,cloudy,highway,night_unlit,heavy,car,132.3,97,moderate
ACC00964,18.196596543617503,73.74491743972041,2023-10-06,07:02:46,storm,highway,dusk_dawn,low,motorcycle,81.7,91,severe
ACC00965,18.480037969888723,73.7390577268973,2023-10-20,15:23:47,rain,urban,night_lit,heavy,motorcycle,30.8,30,severe
ACC00966,18.43276090985776,73.65596348436118,2024-12-13,23:26:47,clear,urban,night_lit,heavy,truck,53.5,31,minor
ACC00967,18.28734708814779,73.91860875391333,2025-09-05,19:27:21,clear,rural,dusk_dawn,low,motorcycle,46.7,71,severe
ACC00968,18.587952813446826,73.94179848929505,2024-06-30,17:09:29,clear,rural,night_lit,low,truck,56.7,55,moderate
ACC00969,18.4525044427203,73.89474906663548,2025-01-17,02:48:01,clear,urban,night_unlit,heavy,bus,73.0,33,fatal
ACC00970,18.358639606203216,74.0047755739093,2023-11-10,06:29:49,rain,urban,dusk_dawn,heavy,motorcycle,34.6,42,moderate
ACC00971,18.43681413915393,73.8731801455621,2025-06-24,18:26:18,clear,urban,dusk_dawn,low,motorcycle,79.9,36,moderate
ACC00972,18.68069568083944,73.91880164060487,2023-10-09,11:51:28,clear,highway,dusk_dawn,moderate,bus,109.9,68,moderate
ACC00973,18.610440541563282,73.90557561384563,2023-11-23,17:29:40,heavy_rain,urban,night_lit,low,car,64.2,32,moderate
ACC00974,18.500496090775226,73.84626899708726,2022-04-01,18:53:46,clear,urban,night_lit,moderate,truck,76.0,40,minor
ACC00975,18.61286575276973,73.78037672578056,2023-03-06,12:13:05,clear,rural,daylight,low,motorcycle,20.3,58,minor
ACC00976,18.34586320654199,74.19212289236879,2025-04-27,07:51:46,cloudy,rural,daylight,moderate,motorcycle,80.3,60,severe
ACC00977,18.524855515109053,73.79220735302198,2022-05-23,12:59:22,clear,highway,daylight,moderate,bus,129.3,100,minor
ACC00978,18.54209834957297,73.76011834333194,2023-01-03,19:45:25,clear,rural,dusk_dawn,moderate,car,42.7,53,severe
ACC00979,18.44952452372519,73.92510147351751,2025-06-29,10:53:07,storm,urban,night_unlit,low,car,38.7,44,minor
ACC00980,18.58531875039361,73.89777816229424,2025-12-04,05:44:43,rain,highway,night_lit,heavy,car,136.8,80,moderate
ACC00981,18.40293498180333,73.64928126785846,2023-11-13,22:36:28,rain,urban,night_lit,heavy,bus,32.2,40,moderate
ACC00982,18.596473106166417,74.02840173818456,2023-10-31,17:45:06,rain,rural,night_lit,moderate,car,34.5,45,minor
ACC00983,18.602778815729692,73.84587081369737,2024-04-16,15:57:08,clear,urban,dusk_dawn,heavy,truck,77.0,49,moderate
ACC00984,18.08242601789544,73.69336033571764,2025-06-18,19:36:43,rain,urban,dusk_dawn,heavy,car,36.9,35,minor
ACC00985,18.69854585552652,74.03831761715308,2024-02-10,12:41:06,cloudy,urban,daylight,low,motorcycle,74.3,40,minor
ACC00986,18.062855115197088,73.95385133573943,2022-10-12,23:04:31,clear,urban,night_lit,low,motorcycle,30.2,35,moderate
ACC00987,18.42759264616658,73.67031870120782,2023-12-09,19:57:41,clear,urban,daylight,moderate,car,41.5,36,minor
ACC00988,18.673802205138664,74.12657742603866,2023-02-23,09:46:54,cloudy,urban,daylight,heavy,motorcycle,57.7,59,moderate
ACC00989,18.472406991212132,73.95881960525493,2025-01-27,11:09:09,clear,expressway,night_lit,heavy,car,119.5,99,moderate
ACC00990,18.300072102629567,73.85847058265624,2022-08-23,09:17:17,clear,urban,daylight,low,car,74.7,49,moderate
ACC00991,18.3559394407425,74.09853282084326,2024-09-26,17:13:09,clear,highway,dusk_dawn,low,motorcycle,67.9,79,minor
ACC00992,18.67403586194809,73.88389466757445,2022-08-02,16:19:52,cloudy,urban,daylight,heavy,motorcycle,47.7,32,minor
ACC00993,18.231774320417703,73.85578753873439,2026-05-16,14:53:35,clear,rural,daylight,heavy,car,136.2,62,fatal
ACC00994,18.6893486651443,73.7609549825967,2024-11-16,22:27:58,cloudy,urban,night_unlit,moderate,motorcycle,55.9,35,fatal
ACC00995,18.511734685143658,73.94727756589606,2022-08-17,13:25:02,clear,rural,night_unlit,moderate,motorcycle,119.0,74,fatal
ACC00996,18.341140700433634,73.9314904450986,2026-04-24,18:46:42,cloudy,highway,dusk_dawn,heavy,auto,114.4,77,moderate
ACC00997,18.432532739154595,73.86220202098346,2024-07-30,17:22:01,clear,urban,night_lit,moderate,motorcycle,39.6,30,moderate
ACC00998,18.36741634883475,73.74150204691986,2024-09-23,14:53:06,cloudy,rural,dusk_dawn,heavy,auto,31.6,59,moderate
ACC00999,18.64993378012878,73.87948947812491,2022-04-14,04:45:25,cloudy,urban,daylight,heavy,motorcycle,31.7,56,moderate
ACC01000,18.629864171464426,73.84953018213568,2022-11-05,17:15:22,rain,urban,night_lit,low,truck,64.4,30,minor
ACC01001,18.262125829918592,73.65997885218987,2025-08-19,16:37:21,clear,urban,daylight,low,car,64.1,32,minor
ACC01002,18.4594611822221,73.63922814730137,2024-02-07,07:28:04,cloudy,rural,dusk_dawn,heavy,motorcycle,75.4,65,minor
ACC01003,18.39052215064836,73.94477300682146,2024-10-08,18:20:32,rain,urban,dusk_dawn,moderate,motorcycle,71.8,47,moderate
ACC01004,18.714026495268904,73.46971675274224,2026-06-09,13:54:20,clear,urban,night_lit,low,truck,29.0,44,minor
ACC01005,18.317485132281035,73.89081157904418,2023-12-05,10:23:59,cloudy,urban,night_unlit,moderate,bus,23.5,36,minor
ACC01006,18.760634365702753,73.78828754133693,2023-09-18,19:07:47,cloudy,urban,dusk_dawn,moderate,truck,57.5,44,minor
ACC01007,18.515005789072458,74.05623699103198,2025-08-10,11:24:26,rain,urban,night_lit,low,car,49.3,44,severe
ACC01008,18.345709839042986,73.78597976862692,2022-04-19,16:31:45,cloudy,urban,dusk_dawn,heavy,motorcycle,57.5,34,moderate
ACC01009,18.418408872398608,73.95892263213779,2024-01-18,16:07:34,fog,highway,night_lit,low,truck,99.3,91,moderate
ACC01010,18.399757173884733,73.80046292381434,2025-11-04,05:44:29,rain,rural,night_lit,low,car,32.4,66,minor
ACC01011,18.328807239697674,73.87706222302292,2023-01-10,12:13:55,cloudy,urban,dusk_dawn,low,car,34.3,44,moderate
ACC01012,18.534224028959557,73.97052547963801,2023-05-15,08:05:35,clear,highway,daylight,moderate,truck,83.1,88,moderate
ACC01013,18.335812667396223,73.79061664255131,2024-02-15,08:32:28,cloudy,highway,night_lit,heavy,car,131.3,89,minor
ACC01014,18.192945068689273,74.00948323267475,2022-05-02,17:09:33,clear,urban,dusk_dawn,moderate,car,69.5,55,minor
ACC01015,18.463048529372774,73.71094531843403,2022-04-27,01:46:46,cloudy,urban,night_lit,heavy,bus,46.7,58,severe
ACC01016,18.249571570537316,73.90418892638375,2023-02-17,22:04:44,clear,rural,night_lit,low,auto,66.0,77,severe
ACC01017,21.27839595841818,79.41097879607106,2026-01-14,12:25:32,rain,urban,night_unlit,moderate,motorcycle,60.6,49,severe
ACC01018,21.239005623768552,79.00143408321881,2022-12-31,10:03:10,rain,rural,daylight,moderate,auto,45.6,63,moderate
ACC01019,21.42746673151031,79.1433433528688,2025-04-15,21:23:38,fog,highway,night_unlit,heavy,bus,111.1,60,fatal
ACC01020,21.0254841024034,79.24026931008665,2023-12-01,14:55:25,clear,urban,daylight,moderate,motorcycle,31.7,35,moderate
ACC01021,20.933127612297714,79.0947002871149,2025-06-02,16:39:55,heavy_rain,urban,night_lit,heavy,truck,23.0,54,minor
ACC01022,20.99084973372573,79.43067676787582,2023-06-27,17:32:54,rain,highway,night_unlit,moderate,auto,133.0,80,fatal
ACC01023,21.239066384982266,79.02329410624027,2025-12-06,19:09:00,heavy_rain,expressway,night_lit,heavy,truck,65.4,83,severe
ACC01024,21.214688440140407,79.12861338334801,2023-09-01,07:18:59,rain,rural,dusk_dawn,heavy,car,99.1,65,moderate
ACC01025,21.155338498947113,78.96017913826606,2025-07-23,06:22:54,clear,highway,daylight,heavy,car,122.7,65,moderate
ACC01026,20.971556442633933,79.0272712897285,2025-09-27,23:34:54,heavy_rain,highway,night_lit,low,motorcycle,106.9,67,minor
ACC01027,21.25503009399936,79.1173400865595,2023-12-11,00:12:29,cloudy,rural,night_unlit,low,car,95.4,77,fatal
ACC01028,20.95629428335242,79.20694560934616,2024-12-31,17:59:16,rain,highway,daylight,moderate,car,84.1,89,minor
ACC01029,21.313842437356534,79.12786422510354,2022-07-14,16:39:36,clear,expressway,daylight,moderate,motorcycle,130.1,99,minor
ACC01030,21.56861576347098,79.26886722740021,2024-03-26,15:18:52,clear,highway,night_lit,heavy,car,123.8,78,minor
ACC01031,21.194967671985733,79.0657552034111,2023-09-06,18:06:27,clear,urban,dusk_dawn,low,car,41.5,39,severe
ACC01032,21.227466220348663,79.03017472052414,2026-04-17,23:35:59,cloudy,highway,night_unlit,moderate,bus,105.5,97,severe
ACC01033,21.066071034665665,79.4855977660919,2026-03-14,05:26:15,cloudy,urban,night_unlit,low,car,45.6,34,severe
